Komentar,Jumlah Like
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=41"">0:41</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=41"">0:41</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=41"">0:41</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=41"">0:41</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=41"">0:41</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=42"">0:42</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=42"">0:42</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=42"">0:42</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=42"">0:42</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=43"">0:43</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=43"">0:43</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=43"">0:43</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=43"">0:43</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=43"">0:43</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=44"">0:44</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=44"">0:44</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=44"">0:44</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=44"">0:44</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=45"">0:45</a>",0
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=31"">0:31</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=32"">0:32</a> <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=32"">0:32</a>",0
Bikin nangis😢😢,0
Lagu yang perfect walau Di puter berulang kali 🤩,0
Sumpah  nurman itu kek lagu hindia cuk main gitar nya jadi serasa lagu hindia cuk😭😭,1
Saya sudah melihat filmnya dan bagus sekali🤩🤩,0
🐣🐤🐣🐤 (ceritanya joget) 💙💙💙 (sukakkk),0
INI BAGUS BANGET SAMPE DIBIOSKOP AKU NANGIS,0
jubo😢😭,0
Aku jadi ingat ayah ku pls ☹️,1
Dua kalimat yg bikin mewek<br>&quot;Sedikit demi sedikit engkau akan berteman pahit luapkanlah saja bila harus menangis&quot;<br>&quot;Aku ingin kau mendengarnya dengan hatimu bukan telinga&quot;<br>Sumpah bayi 35 tahun ini bisa sampe nangis kejer😭😭😭,0
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=60"">1:00</a> bagian keren dan bagus gua suka❤",0
Wow🎉😅😊,0
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=59"">0:59</a> ini yang bagian gua paling suka best lagu mengharumkan bangsa lanjutkan ya bangsa",0
Wow🎉,0
"Saya berumur 37, nonton film Jumbo sampe berkaca-kaca<br>Sebagus itu filmnya sampe membuat &quot;jiwa anak-anak&quot; sy keluar <br>Keren!!!",0
🎤 meri,0
"Usulan sebagai next film animasi Indonesia<br>Waktu SD saya pernah baca buku cerita tentang &#39;Perjalanan menuju ke Nusantara&#39;. (Judulnya lupa) Seorang anak bersama masyrkt sekampung di provinsi Yunan, krn situasi tdk aman dan visi penglihatan, menggunakan perahu pinisi mereka melakukan perjalanan sampai dan tersebar di Nusantara. Menciptakan masyarakat dan budaya baru.<br>Yang menariknya adalah diperjalanan, pertikaian, kebersamaan, cinta kasih keluarga  dan banyak peristiwa yg mengacak2 emosi.<br>Cerita ini sangat bagus kalau di filmkan, apalagi dlm bentuk animasi, bisa menjadi pelajaran sejarah bangsa Nusantara, bagaimana bangsa kita seperti sekarang, walaupun kita berbeda budaya, ekonomi, agama tp kita tetap satu dan damai.",0
Suaranya bagus😊😊,0
iya nangis nya deras banget 😢 aku juga,0
"Assalamualaikum Warahmatullahi Wabarakatuh,izin download",0
Gilaaa smlm nonton sedih banget,1
Temenku tadinya mau ikut demo ijasah palsu Mulyono g jd gara2 ntn film ini 😢,1
seru banget filmnya di bioskop,0
Suka bgt,0
❤❤❤❤,0
Bagus🎉,1
Aku bener dengarnya pake hati bukan telingga 😭😭😭😭,1
Kemarin aku ke bioskop lagu ini ada,0
❤🎉,1
"selain animasinya lebih dari lumayan, song-nya bagus, banyak nasihat dari film ini, pass cocok bgt nonton bareng anak-anak",1
❤❤😭😭🥲🥲🥹🥹😥😢😥😥😔😔🥺🥺🤧🤧😿😿,0
"ga pernah bosen dengerin lagu ini apalagi versi pensi :( lagunya indah banget kak, terima kasih banyak kak nino, prince, quuin dan semua yang terlibat. part &quot;la la la la&quot; aku puter terus karena jadi ngerasa waktu kecil dulu T^T",2
"PLIS AKU UDAH KECINTAAN BGT SAMA LAGU INI HUHU, ENAK BANGET",0
wau ini lagu yang aku hafalin,0
Air mataku deres bangettt😥😥,2
"Terima kasih membuat saya tidak berhenti menangis setiap denger lagu ini, seniat itu loh bikin lagu ,bener² ngena banget ke kami yang saat dulu menjadi anak sekarang menjadi orang tua ,yang khawatir akan anak kami nanti di masa depan 🥹🥹🥹🥹",3
Jangan bikin aku sedih 😭😭😭😭😭!!!,1
😢😢😢😢😢😢😢,1
Lagi ya bagus banget 👍👍👍👍👍👍👍,1
"lagu nya bagus banget, hore nambah lagi lagu anak anak 🎉❤",1
Aku pernah nonton di bioskop,1
💕💕💕,1
Aku udah nonton jumbo tadi 18 April,1
one of the best songs indonesia has ever had 🔥❤️,1
"Kemaren ntn totochan dibioskop<br>Skrng jumbooo, senang bgt dengan sma anime yg temanya gini.",0
"Kalau scene perjuangan pencarian orangtua Merri diperlama, penuh perjuangan dan rintangan, pasti makin ok filmnya. Momen perpisahan dengan Merri akan lebih menyayat hati.",0
disini daku justru tertidur karena memang senyaman itu lagunya,0
Aeycl,0
aku nangis soalnya suara nya bikin teharu,0
🎀♥️ jumbo♥️🎀,0
Aku pas nonton ini pas kemarin dibioskop pas adegan ini gw langsung sedih weh😭😭 tambah si keluarga meri sama don tuh dah go away samaa mae dan juga gw nagis krn memori pas gw kecil😭😭😭😭😭😭😭,0
"Selain Coco, film animasi ini yg buat saya jadi mewek",0
Millenial punya Lihatlah Lebih Dekat<br>Gen Z punya Laskar Pelangi<br>Gen Alpha punya Selalu Ada Di Nadimu<br><br>Meweeekkk 🥹❤,0
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,0
😢😢😢😥😭😭😭😭😭,0
😭🙂🥺🙏😞maiRa😭🙂🥺🙏😞😥Qianna,0
Yg buat film nya adl anak yg puny adhd..bismillah jangan berkeci hati orang tua yg punya adhd❤,0
😢😢😢😭😭,0
"Untuk Visinema, kita semua udah punya standar tinggi untuk film yg kalian buat dgn munculnya film Jumbo ini. Ayo bikin film yg bagus2 kaya gini lg. Menurut aku pribadi, lihat film ini kaya liat film2 berkualitas dari Studio Ghibli, sanget menyentuh. ❤",0
mewek gw di scene ini 🥺,0
Kasianto😢😢😮😊,0
Candu banget pas meri bilang &quot;kau selalu..&quot;😭😭😭🙏🏻,0
Sedih banget yatim piatu kasian banget jumbo😢😢,0
Iagunya sedihh😂,0
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=133"">2:13</a> 😭😭😭😭",0
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=97"">1:37</a> 😌",0
Ini lagu yang akan sama legend nya kayak lihatlah lebih dekat nya Sherina.,1
❤🎉😊😢,0
❤😊🎉,0
😭,0
Dari awal smpe akhir banyak menguras air mata...keluar dari bioskop mata sembab..teringat pengorbanan orangtua dl...dan skrg gantian menjadi orangtua buat anak2ku😭,0
😢😢😢😢😢😢❤❤,0
😢😢,0
sedih banget,0
😮😢😢😢,0
Jumbo aku pernah main roblox tiba2 ada tower jumbo aku masuk ke tower kamu jumbo😊😊,0
😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢,0
"😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢 <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=108"">1:48</a> 😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢",0
😊😊😊😊😊😊😊😊😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢,0
🥲🥲🥲🥲🥺🥺🥺😭😭😭😭😭😭😭,0
anakku yg umur 1 tahun lahu tidurnya ini 😊,0
Mantap,0
Keren ❤👍💪🥰🤲🤲🤲,0
aku sampe nangis pas nonton,1
Ko aku ga nangis ya?,0
enak banget di denngerrrrr,2
Kerja agus 🗿🗿,0
Alah kartun jelek hahahahahaha 😂,0
Sedih pas nonton sin ini,1
Meri cantik😊😊😊,1
Aku suka ❤❤❤❤❤😢😢😢😢,1
"Aku emak2 dua anak ,pas bagian ini nangis ..membayangkan bahwa kita orang tua tidak akan selamanya mendampingi  mereka disetiap tahapan kehidupannya ketika senang atau mendapat kesulitan",42
Lagu ini buat anak laki2 aku yg suka dibully dibilang gendut sama orang2 krena bdannya kyak jumbo......😢😢😢😢😢<br>Filmnya releat bkin mewek 😢😢😢😢❤❤❤❤,1
Sedih bnr,1
Mama papanya don udh di surga 😭,1
😭😭😭😭😭😭👁️‍🗨️👁️‍🗨️👁️‍🗨️👁️‍🗨️,0
Gufufif😢,0
"Musik yang indah hanya saja ada beberapa kekurangan di alur cerita yg kurang detail saja untuk film jumbo pendapat sya rating 8,5",0
biasa saja lagu nya 😏😏😏😏,0
vlx💌😢,0
nangis :&#39;),0
Aku  watu  5  tahun  aku  cuma <br>Rawat  adik  aku <br>Gak  punya  mamah  sama  papa <br>Aku  udah 6  tahun <br>Sekolah  tapi  aku  sendirian <br>Sama  aku  pulang  nya  jalan  kaki  😢😢,3
Meledak JUMBO❤❤❤,3
"awal film ketika don ga di ajak main kaya relate banget, punya kekurangan diri waktu kecil yang bikin sering ga di ajak main. Baru mulai langsung banjir anjay. keren ni film banyak makna yang tersirat untuk orang² yang udah dewasa 😬",9
Plot twist lain adalah ternyata si merry ini adalah temen kecilnya si Oma yg udh meninggal 😢😢😢,1
kejer,0
"Seumur2 nnton bioskop baru film ini gua bener2 ngerasa luar biasa takjub, bener2 bisa bikin perasaan penonton campur aduk😢",2
Yang nonton jumbo<br>👇,1
"Kok gw ga nangis si , ng ngerti",0
Scene yg bikin nangis paraaaahh 😭😭😭,0
ADZRA,0
😢,0
Nangisss,0
Lagi berak pun gua dengar ini ternyata gak enak kurang menghayati,0
"Jumbo, bocah 36 tahun ikut nangis, hidup tak baik saja, walau nonton sama anak, harus terlihat kuat, makasih Jumbo, film yang baik. Semoga lebih baik kartun Indonesia agar anak-anak sekarang nonton film yang bermutu. Moralnya dapat, emosinya dapat, pertemanannya dapat, bagus banget❤❤❤❤❤",0
"Lagu ini, lagu yg kita nyanyikan kalo kita dikasi kesempatan utk bertemu diri kita sendiri pas masih anak anak",66
Udah nonton seru terus pas bapak nya ngomong di radio itu sedih😢😢😢,0
"Film ini hampir bikin gw nangis, gw tahan tapi tetep kerasa sedihnya, sumpah visinema emang bagus banget. Gw rate ∞/10",0
Aku syabna.hamzah😢😢💯❤️🥺,0
"dengar lagu ini, disaat papa sudah berpulang 100 hari yang lalu.. <br>pa, anakmu sudah berubah, tak sekuat dulu karena aku berdiri saat ini tanpa nasihatmu",16
Siapa yang udah nonton jumbo di biosokop❤❤ aku sedih😢😢,0
"Aku barusan udah nonton jumbo, nangis pas ini..",0
Sedih banget sampai hatiku menangis,0
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=59"">0:59</a> canduu",1
🥲🥲😢😢😭😭😭😭😭😭😭😭,0
"bismillah, izinkan aku untuk sukses diatas keraguan diri ku dan orang lain di sekitarku, yaAllah.. 🧎🏻‍♀️🙁",8
Dontol ver 2......,0
"gw umur 24 tahun ,dan saya suka karakter merii , lucu ,imut , suara nya apalagi duh canduu 🥰🥰🥰🙆🙆🙆🙆semoga kalo punya punya anak nanti selucu meri 😍",0
Deva❤❤❤❤😢😢😢😢😭😭😭😭😭😭😭😭😭🫶🫶🫶🫶🕋🕋🕋🥹🥹🥹🥹,0
"selamat untuk visinema dan tim, semoga lahir jumbo jumbo yang lain. baru tersadar, mungkin karena inilah, orang tua kita selalu menganggap kita anak-anak bagi mereka hahaha",0
"BERAPAPUN USIAMU, KAMU WAJIB NONTON FILM INI!!",1
Sedih banget😢😢😢😢😢😭😭,1
❤❤❤❤❤ aku sedih  sekali😢😢😢😢😢😢😢😢😢,1
Suka musik❤,0
Kalian  semua   suka   yang   mana   kalo  aku   meri,1
😊😊❤❤❤❤😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭sedih  bangeeeeeet sumpah ngapalin lagu jumbo ini dari sekolah 😭🤧🤧🤧🤧,2
animasinya bagus bgt,3
😢,1
kolom komentar disini mengandung bawang,0
"Saya seorang ayah 36 tahun, nonton Jumbo bareng anak istri. Malu tapi kenyataannya saya menagis saat nonton film ini..begitu hangat dan menyentuh hati...kok bisa bisa nya film animasi seperti ini bisa buat saya menangis..saking realet dengan masa kecil saya dan saat ini karena ada anak laki2 saya..alm Bapak, semoga bahagia ya di surga..cucu mu sudah besar besar sekarang..",289
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=73"">1:13</a> Langsung nangis ke inget perjuangan aku biar diperhatiin <br>dulu aku disayang bgt sekarang ada adik bayi jadi aku ngalah 😊",0
Halo,0
Tadi aku bilang gak nangis eh malah nangis 😭😭😭 lagu nya merdu sama bikin nangis 😭😭,1
Awalnya emosi sama MCnya karena egois mentingin  pentas mulu (bikin penonton pada kesel)..akhirnya sampe temennya masuk radio penangkap hantu (alat kaya yg dipake ghost busters versi lokal) .. tapi endingnya MCnya yg nyelametin jg sih..,0
😢,0
Yok indonesia bisa buat film lainnya,1
bikin mewek banget😭😭,1
Semoga sehat selalu ya don amin❤❤❤❤❤,0
Demi apa mau nangis,1
👍🏻,1
😭😭😭,0
Kalan nangis gak dengerin lagunya😢😢. Bagus banget animasinya di bioskop kata mae don dengerin dulu wkwkw lucu 😂😂.,0
😢,0
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=29"">0:29</a>  ini paling sedih 😢",3
asokdmy,0
"🥹🥹🥹🥹🥹🥹🥹🥹🥹🥹😭😭😭😭😭😭😭😭😭😭😭🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡🫡 <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=120"">2:00</a>",0
"pengen banget film jumbo ada di telivisi , soalnya pengen bangett liat film nya 😅",0
Aku sampai nangis,1
Aku waktu hari Selasa mau sekolah aku nonton film jumbo,0
"Barusan nonton, film ini banyak mengajarkan kebaikan",0
😭😭😭😭😭😭😭😭,0
itu bikin aku nangis banget😭😭😭😭😭😭,0
Aku sedih campur aduk sama ngakak dan marah apalagi ngakak bgt yg bilang &quot;pak ini pencet yg mana?&quot; Wkwkwk😂😂,2
😢🥺😭,0
😢😢😢😭😭😭🥺,0
Pengen nagis😢🥺😭,0
🥰,0
Banjir denger lagu ✅<br>Banjir lihat film ✅<br>Banjir baca komen2 di sini ✅<br>Sakjane aku iki menungso ta jalan suhat se kok banjir mulu😭😭😭,1
Ko nangis!! 😭😭,0
Sumpah nostalgia aku nonton filmnya jadi ingat masa kecil aku beh cakep,0
"Nonton film ini setelah lama ada dalam keadaan terpuruk dan sakit-sakitan, akhirnya aku mencoba bangkit perlahan. Makasih udah bikin film yang bikin banyak orang dewasa kuat dan sadar bahwa kita mampu berjuang... aku doain kita semua sehat jiwa raga, rezeki lancar berkah berlimpah, dan pandai bersyukur dengan apapun keadaan kita seperti semua karakter Jumbo (don, mae, nurman, atta) ❤❤",0
"Cocok buat balita usia 4 bulan lebih 27 tahun ini.... roller coaster nonton film ini. <br>Habis film, keluar studio malah plongo. Apalagi part akhir dari filmnya hmmm. Kalian yg belum nonton, harus banget nonton ya❤",24
😂😂😂😂😭😭😭😭😭😭😭😭😭😭😢😢😢😢😢😢😢😢,0
Indah sekali,0
Indonesia butuh film film kaya gini 😭,0
Di bikin nangis di depan anak sendiri😢😢😢😢,0
😭😭😭😭😭😭😭😭😭😍😍😍😍😍😍😍🤩🤩🤩🤩🤩🤩🤭🤭🤭🤗🤗,0
Pengen nagis 😢,0
another masterpiece song from Laleilmanino,2
❤,0
Kaka bagus air mata. Aku sampai keluar loh,0
😢❤😊🎉,0
hapal banget😊,0
Lagu bagus banget,0
Kasian 😢 kaki nya Abang atta di injek pak kades😢😢😢,0
😢😢,0
Kasian 😢,0
Sedih baget,0
Aku sampe nangis😭😭😭😭😭😭😭😭😭😭😭😭😭,0
Sudah! Air mata ku sudah habis😭😭🥺,0
Bagus banget lagu nya 🥹🥹🥹🫶🫶🫶💗💗💗,0
"Btw, atta dpt tugas potong rumput apa dah beres ya..? <a href=""http://www.youtube.com/results?search_query=%23modemikirserius"">#modemikirserius</a>",0
Lagu sedih tapi tak sedih aku suka lagu nya doang,0
Lagu nya terngiang trus sama bikin hampir nangis saking dalem makna nya 😢😢,2
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,1
"<a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=114"">1:54</a> candu pliss meri",11
Bagian ini:<br>Engkau akan berteman pahit<br>Luapkanlah saja bila harus menangis<br>Kayak lagi dipukpuk dipeluk2😢😢😢banjirrr,1
Sumpah aku udah nonton jumbo di bioskop,1
Aku sudah nonton di purwokerto sampek nangis😢😢,4
Rating gww infinity/inifity bagus bangett semoga bisa ditonton sampe luar negri amerika bisa gak yaa semoga bisaaa baguss banget soal nyaa,4
😭😭😭😭,1
❤,1
Aku udah liat semua di bioskob,1
"Scene yang bikin banjir, gataunya anak aku di sebelah juga nangis,😭😭😭",1
Semua main character di film ini punya backstory yang sedih bahkan sampe ke villainnya 🥲,0
😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢,0
bikin 😢,0
Kisah asli pengisi suara original film badai pasti berlalu gak dimasukin,0
Aku udah pernah nontin film nya sedih banget bikin aku nangis  aku nonton di bioskop tayang nya 2025 lebaran  tayang nya aku nonton nya sampe nangis loh pas di bioskop masih banyak bukan lagunya aja masih  banyak sseru bikin nangis 😢😢😢😢😢,0
SEDIH BANGET 😭😭,0
"Punya dua versi yang berbeda, tetap yg versi ini paling saya suka😊❤",1
"😢😢😢😢😢😢😢😢😢😢 <a href=""https://www.youtube.com/watch?v=bB-dovQnBk4&amp;t=23"">0:23</a>",0
"ibaratnya anak yg berdiri d kaki sendiri tau kerasnya dunia di caci di maki , sampe dia ngerasa baik2 aja dngn keadaan dunia yang penuh tekanan ibu dan ayahnya ga bisa apa2 cuma bisa liatin dari alam lain , cuma bisa berdoa semua bakalan baik2 aja ,  padahal sejatinya ANAK AKAN SELALU BUTUH ORG TUANYA 😢",0
Aku suka sekali lagunya sampai aku nangis😢😢😢😢😢😢😢,0
🙄,0
Masyaallah lagu nya bagus banget,0
Pengen nonton di bioskop tapi gk di bolehin😢,0
"edan bjir,anak 30 tahun ini. nangis depan anaknya yang 2 Tahun gara gara denger lagu ini.😢😢😢😢😢",0
",❤❤ 🎉🎉 😂😂 😢😢 😮😮 😅😅 😊😊",0
Aku paling sedih sama lagu ini,0
"Kala nanti badai &#39;kan datang<br>Angin akan buat kau goyah<br>Maafkan, hidup memang<br>Ingin kau lebih kuat<br>Andaikan saat itu datang<br>Kami tak ada menemani<br>Aku ingin kau mendengar<br>Nyanyianku di sini<br><br><br><br> BANKS &#39;Waiting Game&#39; Lyrics &amp; Meaning | Genius Verified<br><br>[Chorus]<br>Sedikit demi sedikit langkah<br>Engkau akan berteman pahit<br>Luapkan saja bila harus menangis<br>Anakku, ingatlah semua<br>Lelah tak akan tersia<br>Usah kau takut pada keras dunia<br><br>[Verse 2]<br>Akhirnya takkan ada akhir<br>Doaku agar kau selalu<br>Arungi hidup berbalut senyuman di hati<br>Doaku agar kau selalu<br>Ingat bahagia meski kadang hidup tak baik saja<br><br>[Instrumental Break]<br><br>[Chorus]<br>Nyanyian ini bukan sekedar nada<br>Aku ingin kau mendengarnya<br>Dengan hatimu, bukan telinga<br>Ingatlah ini bukan sekedar kata<br><br>[Outro]<br>Maksudnya kelak akan menjadi makna<br>Ungkapan cintaku dari hati",0
Kami akan ada lagi 🎉😊🥺🎀❤️,0
Lagu ini tp relate sama kisah Atta ❤,0
"Gmn misal ada lagu yg dinyanyikan Don, tp versi jawaban dr lagu BCL",0
Bagus banget 🔥,1
